site_id,site_name,latitude,longitude,state,county,city,site_type,status,contamination_type,federal_facility,npl_status
SEMSCON000821181,Holly Street Fireworks,39.7420494,-104.9915411,Colorado,Denver,Denver,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTXN000606643,Ascend Ammonia Release,29.0694881,-95.339368,Texas,Brazoria,Clute,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000505571,B And B Linden Release,42.8147882,-83.7819647,Michigan,Genesee,Linden,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCA2360030033,Us Dept Of Veterans Affairs Va Great La,34.0524328,-118.4584862,California,Los Angeles,Los Angeles,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNVD980419683,Jupiter Gold Co,40.9733386,-117.7316799,Nevada,Humboldt,Winnemucca,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOHD986966430,Marietta Well Field/Unknown Source,39.4305637,-81.4716707,Ohio,Washington,Marietta,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000510926,Sault Ste. Marie Wastewater Treatment Plant,46.4897088,-84.3123052,Michigan,Chippewa County,Sault Sainte Marie,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSSC9570024332,Defense Fuels Charleston,32.9131864,-79.9858929,South Carolina,Charleston,Hanahan,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAN000909502,Borderfield Site,32.5755347,-117.1274119,California,San Diego,Imperial Beach,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC6640006650,Tennessee Valley Authority Fontana Hydro Dam,35.4522288,-83.8047261,North Carolina,Graham,Fontana,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOHN000507885,Southard Avenue Asbestos Site,41.659019,-83.5391855,Ohio,Lucas,Toledo,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNEN000741009,Allmand Brothers Inc,40.4381869,-99.4010088,Nebraska,Phelps,Holdrege,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD986621472,"Former Bill'S Garage, Inc.",40.6365612,-74.9122667,New Jersey,Hunterdon,Clinton,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSID0001766815,Usda Fs Sawtooth Nf:Bassett Gulch Mill,43.6666731,-114.4583457,Idaho,Blaine,Ketchum,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMOSFN0703487,Food & Drug Administration,39.102017,-94.5761274,Missouri,Jackson,Kansas City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMD1750090002,Nih/Nia Gerontology Research Center (Grc),39.2873979,-76.5494522,Maryland,Baltimore,Baltimore,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSARR000029025,Us Technologies,35.3850763,-94.3616948,Arkansas,Sebastian,Fort Smith,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCA9170090014,Point Sur Naval Facility,36.3333379,-121.900013,California,Monterey,Big Sur,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAN000926483,Universal Meditech Inc.,36.597756,-119.4551666,California,-- Not Defined --,Reedley,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWVN000320089,Artistic Cleaners,38.4179938,-82.4211051,West Virginia,Cabell,Huntington,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSSCD154204986,Wise Farm Site,33.3488305,-81.2180793,South Carolina,Barnwell,Blackville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMDD981108582,David Taylor/Annapolis - Control,39.0309948,-76.4526337,Maryland,Anne Arundel,Annapolis,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCON000821132,Intermountain Tanning,40.5887765,-105.0600402,Colorado,Larimer,Fort Collins,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPAN000304294,Consolidated Chemicals & Solvents (Ccs),40.4399642,-75.4388209,Pennsylvania,Bucks,Quakertown,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSID0141190041,Usdoi Blm Reeder Airstrip #1,42.843506,-115.0452347,Idaho,Elmore,Glenns Ferry,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNHN000153826,Woodburn Drive Area Site,42.8074717,-71.4334437,New Hampshire,-- Not Defined --,Litchfield,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNVD098807696,Eisenman Chem Co Barite Mining Inc,40.7133387,-116.1100125,Nevada,Elko,Carlin,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTN3141707031,Great Smokey Mtn Natl Park,35.7100069,-83.5133371,Tennessee,Sevier,Gatlinburg,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWA1211853055,Usarmy Ngb Kent,47.3850056,-122.2850148,Washington,King,Kent,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC1690308233,Cape Hatteras National Seashore,35.5950071,-75.4683346,North Carolina,Dare,Rodanthe,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWY6141190094,Blm-Old Lysite Landfill,43.3560067,-107.5036512,Wyoming,Fremont,Lysite,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWVN000303862,Appalachian Soil/Water Cons Res Lab,37.7742155,-81.1195648,West Virginia,Raleigh,Beaver,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNNN000903568,Navajo Non-Tronox Preplanning,35.6737056,-109.0563606,Arizona,-- Not Defined --,Window Rock,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCOD983778010,Idaho Springs Mercury Site,39.7438264,-105.5138402,Colorado,Clear Creek,Idaho Springs,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMD2210090005,Uscg Back Creek Rear Range Structure,39.673341,-75.861113,Maryland,Cecil,Chesapeake City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSID7122300117,Usda Fs Payette Nf:Cinnabar Mine,44.9222282,-115.2861241,Idaho,Valley,Yellow Pine,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCO6142306889,Br-Collbran Project,40.4183395,-104.6983431,Colorado,Mesa,Collbran,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC7210020544,Tarheel Army Missile Plt,36.0978471,-79.4059929,North Carolina,Alamance,Burlington,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAR7210899996,Usacoe - W G Huxtable Pumping Plant,34.7365824,-90.649551,Arkansas,Lee,Marianna,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNVD986766087,Sandy Valley Landfill Site,36.0683383,-115.1483448,Nevada,Clark,Sandy,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJN000206745,Enzo Ii Italian Tailor,40.8410083,-74.2784115,New Jersey,Essex,Caldwell,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMDN000306597,U.S.P.S.-60 West Oliver Street,39.3065374,-76.6185512,Maryland,Baltimore,Baltimore,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAN000909474,California Tsunami Debris,39.437405,-123.8136136,California,Mendocino,Fort Bragg,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWY0010161362,Sundance Air Force Station Operations Area,44.4797671,-104.4386316,Wyoming,Crook,Sundance,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD048798953,Caldwell Trucking Co.,40.8763973,-74.2713905,New Jersey,Essex,Fairfield,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSUTN000802143,Buckhorn Wash Underground Site #8,39.1579859,-110.7171873,Utah,Emery,Castle Dale,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK5690500181,Faa - Level Island Station,56.4667104,-133.0909514,Alaska,Petersburg,Level Island,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSKYN000411025,Hayswood Hospital,38.6463048,-83.7668366,Kentucky,Mason,Maysville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFL1170022650,Us Dod Nrl Underwtr Sound Ref. Detachmnt,28.4943942,-81.3672442,Florida,Orange,Orlando,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOR0001104249,Usda Fs Mt. Hood Nf:Site B,45.5033385,-122.1055704,Oregon,Multnomah,Bridal Veil,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAD983665803,Section 8 Gas Plant Swds,35.304509,-118.9051894,California,Kern,Ford City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY7890108973,Niagara Falls Storage Site,43.2088885,-78.9840832,New York,Niagara County,Youngstown,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSVAN000305770,Cronin Road Assessment,36.8449174,-76.1065819,Virginia,-- Not Defined --,Virginia Beach,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK7122357638,Usda Fs Tongass Nf: Thorne Bay Dump,55.6711155,-132.531686,Alaska,Prince Of Wales-Outer Ketchikan,Thorne Bay,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCON000821224,Quincy Avenue Sodium,39.6380064,-104.9570101,Colorado,-- Not Defined --,Englewood,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMS6210809871,Waterways Experiment Station,32.3035059,-90.8735889,Mississippi,Warren,Vicksburg,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTXN000606667,Texas Vermiculite-Burnet,30.7586453,-98.2244178,Texas,Burnet,Burnet,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSDED980705255,New Castle Steel,39.657789,-75.5777709,Delaware,New Castle,New Castle,Superfund,Deleted From The Final Npl,,False,Deleted from NPL
SEMSMI0000037606,Cyb Tool,46.4716755,-88.8966737,Michigan,Ontonagon,Kenton,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSORN001020695,Mae Street Mercury Spill,42.1829653,-122.6790039,Oregon,Jackson,Ashland,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMOD980685226,Times Beach,38.5083461,-90.6016753,Missouri,Saint Louis,Times Beach,Superfund,Deleted From The Final Npl,,False,Deleted from NPL
SEMSINN000521753,"Plainfield Warehouse Fire (Aka, Walmart Dc Fire)",39.7342575,-86.3475152,Indiana,-- Not Defined --,Plainfield,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSLA3120507345,Usda Ars La Southern Regional Research Center,30.0191354,-90.0887456,Louisiana,Orleans,New Orleans,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTXN000622299,The Sherwin-Williams,32.9065758,-96.6655775,Texas,Dallas,Garland,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSKY0210020509,Usa Lexington Blue Grass Depot Activity,38.0686473,-84.3272545,Kentucky,Fayette,Lexington,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSDC7120507432,Usda Ars Dc National Arboretum Maintenance Facility,38.9168351,-76.9598731,District of Columbia,District Of Columbia,Washington,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001020691,Copper Lane Apartments Mercury,45.6406955,-122.5519645,Washington,Clark,Vancouver,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCA0170090054,Naval Weapons Station Seal Beach Det. Fallbrook,33.3700288,-117.2598716,California,San Diego County,Fallbrook,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMEN000103006,Richmond Drum,44.125959,-69.8337903,Maine,Sagadahoc,Richmond,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMT1570090042,Montana Air National Guard Oms #2,46.8437564,-114.0630542,Montana,Missoula,Missoula,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSSCD000813568,Georgia-Pacific Corporation Hardwood Sawmill,33.4506065,-80.1243529,South Carolina,Clarendon,Alcolu,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSKSN000704340,Mcconnell Titan Ii -18,37.7521166,-97.7653981,Kansas,Reno,Haven,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAN000903570,Broadway Plastic,34.0499149,-118.0478952,California,Los Angeles,South El Monte,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY4470002433,Us Customs Division,40.712888,-74.0139905,New York,New York,New York,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY6141790018,Pennsylvania Ave Lf,40.6706783,-73.8944614,New York,Kings,Brooklyn,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWIN000507974,Mole Lake Garage Site,45.4858787,-88.9716392,Wisconsin,Forest,Crandon,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSORN001002440,Usda Fs Ochoco Nf: Champion Mine,44.2322156,-120.2633638,Oregon,Crook,Prineville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWI0000857011,Silver Lake Dump Site/Nicolet Nat. Forre,45.5449804,-88.6954785,Wisconsin,Forest,Laona,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001020760,Moses Lake Fertilizer Plant Fire,47.1932559,-119.2419543,Washington,Grant,Moses Lake,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSUT5210090002,Us Tooele Army Depot South,40.299836,-112.3468228,Utah,Tooele,Stockton,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSGAN000406145,"Alex C. Fergusson, Llc",34.2831636,-83.8010041,Georgia,Hall,Gainesville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNND986667475,Navajo - Vanadium Corp. Of Americ Plot 3,36.6916727,-108.8400106,New Mexico,San Juan,Shiprock,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY8470000128,Varick Street Federal Building,40.7286183,-74.0053514,New York,New York,New York,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSSCN000420910,Byproducts Industries Inc.,33.4091485,-79.4779587,South Carolina,Georgetown,Andrews,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSARN000622184,Nustar Nh3 Pipeline 2022,33.088491,-92.5248724,Arkansas,Union,El Dorado,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCO7122307526,Rio Grande Nf: Bonanza Mining Area,37.582011,-106.1825651,Colorado,Rio Grande,Monte Vista,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001002856,Usdoi Bia Signal Peak Ranger Station,46.2398937,-121.1436314,Washington,Yakima,Toppenish,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLD061899449,American Electric Corp,30.3188918,-81.7433403,Florida,Duval,Jacksonville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJN000220046,Hans Cleaners,41.0999183,-74.1471915,New Jersey,Bergen,Mahwah Twp,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNNN000908720,Haystack No. 1 Aum Site,35.3457056,-107.9436103,New Mexico,-- Not Defined --,Baca/Haystack Chap,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWA7570024268,Wa Air National Guard Paine Fld N Parcel,47.8966656,-122.270265,Washington,Snohomish,Everett,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001002002,Usaf Ang Camp Murray,47.1144156,-122.5715068,Washington,Pierce,Camp Murray,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001002455,Wa Air National Guard 256 Cbcs 4 Lks Com,47.5386461,-117.546154,Washington,Spokane,Cheney,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCA7572124280,Point Arena Air Force Station,38.9116719,-123.6900135,California,Mendocino,Pt Arena,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSLAN000607562,Port Allen Butadiene,30.4839934,-91.2022229,Louisiana,West Baton Rouge,Port Allen,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSKSN000741040,Salina Pce Location #10 S 9Th,38.8118268,-97.6122982,Kansas,Saline,Salina,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCASFN0905450,San Gabriel River Response,34.0543249,-118.0041721,California,Los Angeles,City Of Industry,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNHD001091453,New Hampshire Plating Co.,42.8558418,-71.4888888,New Hampshire,Hillsborough,Merrimack,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSMON000741141,Taneycomo Abandoned Drums,36.7100366,-93.2228369,Missouri,Taney,Branson,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSVAN000305621,Main Street Commercial Building,38.6392277,-78.7732228,Virginia,Rockingham,Timberville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAL5640090002,Us Tva Bellefonte Nuclear Plant,34.7091686,-85.9277037,Alabama,Jackson,Hollywood,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNV9141190026,Antelope Valley Pesticide Site,40.6383386,-116.9350127,Nevada,Lander,Antelope Valley,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWY3120507360,High Plains Grassland Research Station,41.1834466,-104.9016403,Wyoming,Laramie,Cheyenne,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY2143609335,Montezuma National Wildlife Refuge,42.9086046,-76.7957695,New York,Seneca County,Seneca Falls,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOKN000622295,Sanner Pipe And Salvage Llc,34.457175,-97.6987259,Oklahoma,Stephens,Velma,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC8210021624,Army Reserve Xviii Airborne Corps,35.9416271,-77.7755324,North Carolina,Edgecombe,Rocky Mount,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMID047152970,Frigid Foods,45.0330645,-85.6483385,Michigan,Leelanau,Suttons Bay,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFL3570024320,Usa Dfsp Lynn Haven,30.2480816,-85.6696364,Florida,Bay,Lynn Haven,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSND9210022779,Cavalier Air Force Station,48.7228151,-97.9017237,North Dakota,Pembina,Cavalier,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSSC0002333227,Arkwright Dump,34.9152768,-81.9221635,South Carolina,Spartanburg,Spartanburg,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAD983665811,Texaco Sec. 8 Central Solid Waste Site,35.1383379,-119.4583455,California,Kern,Taft,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD002156685,Cooper Chem Co,40.7426922,-74.7692097,New Jersey,Morris,Long Valley,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAL8640006690,Tva Widows Creek Steam Plant,34.8841736,-85.7505607,Alabama,Jackson,Stevenson,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALN000420924,County Road 139 Cyanide Bags Spill,33.1006993,-85.5322175,Alabama,Chambers,Abanda,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001002971,Usdoi Br Benton City Site,46.3063058,-119.5770541,Washington,Benton,Benton City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK1211802250,Usarmy Ngb Noatak Armory,67.5710819,-162.9640279,Alaska,Kobuk,Noatak,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSINN000522020,"Maibens, Inc.",40.7501677,-86.3772553,Indiana,Cass,Logansport,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMDN000304666,Atlantic Cleaners,39.3727679,-76.5996722,Maryland,Baltimore City,Baltimore,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALN000406770,Eden Al Norfolk Southern Train Derailment,33.5854233,-86.3054217,Alabama,St. Clair,Eden,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALD980495766,Denbo Slough,34.6250065,-87.008338,Alabama,Morgan,Decatur,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWVD981739824,Shepherd Field Air National Guard,39.4062733,-77.9910484,West Virginia,Berkeley,Martinsburg,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNYN000204415,Back Waste Oil,42.7151188,-74.3365715,New York,Schoharie,Central Bridge,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLD000608083,Chloride Metals Inc,28.0398462,-82.4017054,Florida,Hillsborough,Tampa,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALD021257951,"Redwing Carriers, Inc",30.9160657,-88.0342751,Alabama,Mobile,Creola,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD097400998,Jis Landfill,40.3658392,-74.4652826,New Jersey,Middlesex,South Brunswick,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSALD008161176,"Nouryon Functional Chemicals, Llc",30.9694447,-88.0175051,Alabama,Mobile,Axis,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSNJD067387472,Wr Grace Offsite,40.2426781,-74.7244916,New Jersey,Mercer,Hamilton,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLD010596013,Stauffer Chemical Co. (Tarpon Springs),28.1666712,-82.7756975,Florida,Pinellas,Tarpon Springs,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSNJD001394089,Synkote Paint,40.9010513,-74.1240505,New Jersey,Bergen,Elmwood Park,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTNN000421078,Memphis Plating,35.1413065,-90.0382959,Tennessee,-- Not Defined --,Memphis,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLD980494876,Owens Avenue Landfill,30.385408,-81.7075442,Florida,Duval,Jacksonville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC0000998344,Hickory Grove Road Tce Site,35.2616869,-81.0717133,North Carolina,Gaston,Mc Adenville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000522039,Woodrow Wilson Pcb Site,42.4046742,-83.1129304,Michigan,-- Not Defined --,Detroit,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMAN000120093,Mra Laboratories Inc,42.7002987,-73.1056713,Massachusetts,Berkshire,North Adams,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMDN000306830,Victory Cleaners,38.0721577,-75.5680718,Maryland,Worcester,Pocomoke City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMOSFN0703321,Manhattan (Ex) District Storage Area,38.7356072,-90.3506062,Missouri,St. Louis,St Louis,Superfund,Site Is Part Of Npl Site,,False,Non-NPL Superfund
SEMSILN000521955,Anodizing Specialists,42.0234109,-87.9674242,Illinois,Cook,Elk Grove Village,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSVAN000306849,Old Bassett Warehouse Fire,36.7694432,-80.0010231,Virginia,Henry,Bassett,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMDN000303890,Gloria/Lord Baltimore Cleaners (Now Bellona Cleaners),39.3599879,-76.6099322,Maryland,Baltimore,Baltimore,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD980532816,Spence Farm,40.0789081,-74.5061016,New Jersey,Ocean,New Egypt,Superfund,Deleted From The Final Npl,,False,Deleted from NPL
SEMSFL0001209840,"Southern Solvents, Inc.",28.0405612,-82.5102814,Florida,Hillsborough,Tampa,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSNJD980505762,Sharkey Landfill,40.8501083,-74.3454016,New Jersey,Morris,Parsippany,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSARR000009753,"Trans Chem, Inc. - East 26Th Street",34.7232763,-92.2545365,Arkansas,Pulaski,Little Rock,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWV0170023691,Allegany Ballistics Laboratory (Usnavy),39.5609798,-78.8436139,West Virginia,Mineral,Mineral County,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSPAD982363970,Valmont Tce Site   (Former - Valmont Industrial Park),40.9677862,-76.0155581,Pennsylvania,Luzerne,West Hazleton,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSMIN000510159,Kingsford Middle School Mercury,45.805994,-88.0723227,Michigan,Dickinson,Kingsford,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTXN000607080,Church Street Cleaners,29.5883651,-96.3312572,Texas,Colorado,Eagle Lake,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALD000608018,Arab Plating Co,34.3194505,-86.4336158,Alabama,Marshall,Arab,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTXN000607155,Mcc Recycling,29.6824262,-95.225932,Texas,Harris,Pasadena,Superfund,Site Is Part Of Npl Site,,False,Non-NPL Superfund
SEMSOHN000506334,Former Capitol Cleaners - Xenia,39.6828026,-83.9435185,Ohio,Greene,Xenia,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALN000407462,Huntsville Gas Company,34.7320166,-86.5928449,Alabama,Madison,Huntsville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSGAN000410668,Pearidge Road Fire,34.2699265,-84.4942043,Georgia,Cherokee,Canton,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000510147,Usher Oil Company - Riverfront Terminal,42.2647882,-83.1297844,Michigan,Wayne,River Rouge,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPA0000766923,Bp America Inc,40.2023481,-75.0844318,Pennsylvania,Bucks,Warminster,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSVAN000303971,Danville Housing,36.5650772,-79.4129829,Virginia,Danville City,Danville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSINN000509962,Amacor Magnesium Fire,40.0838276,-85.657305,Indiana,Madison,Anderson,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD030239412,Airtron Div Litton Industries Inc,40.8162773,-74.4726176,New Jersey,Morris,Morris Plains,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALD000608075,Cahaba Chemicals Inc,32.4181161,-87.0112049,Alabama,Dallas,Selma,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000522127,Pullman Orchard,42.490426,-86.0883434,Michigan,-- Not Defined --,Pullman,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLD042110841,Landia Chemical Company,28.0394492,-81.9791703,Florida,Polk,Lakeland,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSFLD004053450,Southern Wood Piedmont Co,30.3163457,-81.9717703,Florida,Duval,Baldwin,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMOSFN0703436,Kirksville (Ex) Afs P-64,40.2975073,-92.57584,Missouri,Adair,Kirksville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLN000400611,Desoto Middle School Mercury Spill,27.223735,-81.8505732,Florida,Desoto,Arcadia,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWIN000506399,Sanitary Transfer And Landfill - Oconomowoc,43.164587,-88.5370682,Wisconsin,Waukesha,Oconomowoc,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCTN000110334,Star Pin Mill Fire,41.3208784,-73.0958692,Connecticut,Fairfield,Shelton,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAL3170024639,Naval Station Mobile,30.5359184,-88.0926734,Alabama,Mobile,Mobile,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSVAN000320172,Chatham Va Styrene Release,36.7783452,-79.4097548,Virginia,Pittsylvania,Chatham,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTXN000622103,Exxon-Mobil Bop,29.7622447,-95.0055728,Texas,Harris,Baytown,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMDN000304049,Schroedl Custom Cleaners,39.3455479,-76.6872022,Maryland,Baltimore City,Baltimore,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000522021,St. Aubin Elevator Drums,42.3615982,-83.0424544,Michigan,-- Not Defined --,Detroit,Superfund,Not On The Npl,,False,Non-NPL Superfund
